store_id,transaction_id,timestamp,basket_value_inr
STORE_BLR_002,TXN_104383803,2026-04-10T20:25:04Z,2.0
STORE_BLR_002,TXN_104378732,2026-04-10T19:33:52Z,850.0
STORE_BLR_002,TXN_104379480,2026-04-10T19:41:29Z,99.0
STORE_BLR_002,TXN_104358212,2026-04-10T15:50:44Z,2.0
STORE_BLR_002,TXN_104363838,2026-04-10T16:55:36Z,275.0
STORE_BLR_002,TXN_104369411,2026-04-10T17:55:02Z,299.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,399.0
STORE_BLR_002,TXN_104369411,2026-04-10T17:55:02Z,329.0
STORE_BLR_002,TXN_104363838,2026-04-10T16:55:36Z,350.0
STORE_BLR_002,TXN_104369411,2026-04-10T17:55:02Z,249.0
STORE_BLR_002,TXN_104389493,2026-04-10T21:16:15Z,299.0
STORE_BLR_002,TXN_104377545,2026-04-10T19:21:55Z,599.0
STORE_BLR_002,TXN_104373042,2026-04-10T18:41:51Z,849.0
STORE_BLR_002,TXN_104377545,2026-04-10T19:21:55Z,699.0
STORE_BLR_002,TXN_104380754,2026-04-10T19:54:02Z,369.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,693.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,449.0
STORE_BLR_002,TXN_104375288,2026-04-10T19:02:09Z,449.0
STORE_BLR_002,TXN_104353598,2026-04-10T15:02:20Z,365.0
STORE_BLR_002,TXN_104375288,2026-04-10T19:02:09Z,1398.0
STORE_BLR_002,TXN_104375288,2026-04-10T19:02:09Z,449.0
STORE_BLR_002,TXN_104378732,2026-04-10T19:33:52Z,99.0
STORE_BLR_002,TXN_104377545,2026-04-10T19:21:55Z,2.0
STORE_BLR_002,TXN_104338647,2026-04-10T12:15:05Z,649.0
STORE_BLR_002,TXN_104363838,2026-04-10T16:55:36Z,350.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,198.0
STORE_BLR_002,TXN_104369411,2026-04-10T17:55:02Z,399.0
STORE_BLR_002,TXN_104391745,2026-04-10T21:39:55Z,475.0
STORE_BLR_002,TXN_104379480,2026-04-10T19:41:29Z,1450.0
STORE_BLR_002,TXN_104369867,2026-04-10T18:00:18Z,149.0
STORE_BLR_002,TXN_104362899,2026-04-10T16:45:32Z,10.0
STORE_BLR_002,TXN_104362899,2026-04-10T16:45:32Z,799.0
STORE_BLR_002,TXN_104380754,2026-04-10T19:54:02Z,135.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,849.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,535.0
STORE_BLR_002,TXN_104377545,2026-04-10T19:21:55Z,192.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,275.0
STORE_BLR_002,TXN_104363838,2026-04-10T16:55:36Z,425.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,799.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,198.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,198.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,1.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,799.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,249.0
STORE_BLR_002,TXN_104380754,2026-04-10T19:54:02Z,849.0
STORE_BLR_002,TXN_104383803,2026-04-10T20:25:04Z,599.0
STORE_BLR_002,TXN_104379480,2026-04-10T19:41:29Z,99.0
STORE_BLR_002,TXN_104377545,2026-04-10T19:21:55Z,499.0
STORE_BLR_002,TXN_104347785,2026-04-10T13:55:16Z,199.0
STORE_BLR_002,TXN_104353598,2026-04-10T15:02:20Z,350.0
STORE_BLR_002,TXN_104341290,2026-04-10T12:42:18Z,444.0
STORE_BLR_002,TXN_104338647,2026-04-10T12:15:05Z,599.0
STORE_BLR_002,TXN_104375288,2026-04-10T19:02:09Z,444.0
STORE_BLR_002,TXN_104369411,2026-04-10T17:55:02Z,499.0
